Name,Redshift,Classification,Requested
ESO 541- G 011,0.056342,SA(s)0^0^ pec?,S0
ESO 541- G 013,0.056949,cD;E+3 pec,S0
ESO 541- G 013,0.056949,cD;E+3 pec,E
ESO 541- G 014,0.042286,S0-a,S0/a
ESO 541- G 014,0.042286,S0-a,S0
ESO 541- G 025,0.044744,(R'_2)SB(s)ab,B
ESO 542- G 003,0.021495,SA(r)0^+       HII,S0/a
ESO 542- G 003,0.021495,SA(r)0^+       HII,S0
ESO 542- G 003,0.021495,SA(r)0^+       HII,A
ESO 542- G 004,0.018760,SB?,B
ESO 542- G 006,0.030831,SAB(s)0-:,AB
ESO 542- G 006,0.030831,SAB(s)0-:,S0
ESO 542- G 013,0.032502,SA(s)0^0^:,S0
ESO 542- G 013,0.032502,SA(s)0^0^:,A
ESO 542- G 013,0.032502,SA(s)0^0^:,E
ESO 542- G 015,0.018570,S0?,S0
ESO 542- G 023,0.052840,S0,S0
ESO 542- G 025,0.052126,S0,S0
ESO 542- G 026,0.051312,SB...,B
ESO 542-IG 007,0.019867,SBb pec?,B
ESO 543- G 008,0.021228,SB             AGN?,B
ESO 543- G 012,0.016398,(R'_1)SB(s)ab:,B
ESO 543- G 014,0.019797,S0(r),S0
ESO 543- G 020,0.031765,SAB(rs)b:,AB
ESO 544- G 006,0.031555,S0-a,S0/a
ESO 544- G 006,0.031555,S0-a,S0
ESO 544- G 009,0.052073,S0,S0
ESO 544- G 019,0.014467,S0-a           HII,S0/a
ESO 544- G 019,0.014467,S0-a           HII,S0
ESO 544- G 020,0.016752,SB(r)b?,B
ESO 544- G 029,0.059805,S...,S0
ESO 544- G 030,0.005365,SB(s)dm pec:,B
ESO 544- G 031,0.053100,Sa,S0
ESO 545- G 001,,S0-a,S0
ESO 545- G 001,,S0-a,S0/a
ESO 545- G 002,0.005364,SB(s)m,B
ESO 545- G 013,0.033730,SAB(s)c        Sy1,AB
ESO 545- G 017,0.033016,S0,S0
ESO 545- G 017,0.033016,S0,E
ESO 545- G 024,,S0-a,S0
ESO 545- G 024,,S0-a,S0/a
ESO 545- G 026,0.032639,SAB(r)bc,AB
ESO 545- G 027,0.033466,(R'_1)SB(rs)a:,B
ESO 545- G 028,0.033406,S?;cD,S0
ESO 545- G 034,0.033243,S0,E
ESO 545- G 034,0.033243,S0,S0
ESO 545- G 040,0.004917,SA(rs)0^0^?,S0
ESO 545- G 040,0.004917,SA(rs)0^0^?,A
ESO 545- G 042,0.015614,SA(rs)0^0^:,A
ESO 545- G 042,0.015614,SA(rs)0^0^:,S0
ESO 546- G 001,0.035651,S0-a,S0
ESO 546- G 001,0.035651,S0-a,S0/a
ESO 546- G 002,0.034967,S0,E
ESO 546- G 002,0.034967,S0,S0
ESO 546- G 003,0.015654,SB             HII,B
ESO 546- G 004,,S0,S0
ESO 546- G 005,0.026195,SB?,B
ESO 546- G 008,0.025591,(R')SB(r)b     HII,B
ESO 546- G 009,0.010159,(R'_2)SB(s)dm:,B
ESO 546- G 011,0.015254,SB?,B
ESO 546- G 020,0.037056,(R'_2)SB(r)a,S0
ESO 546- G 023,0.038266,(R)SBa:,B
ESO 546- G 031,0.028807,SB(s)cd:,B
ESO 546- G 034,0.005230,SB(s)m pec:,B
ESO 546- G 037,0.014487,SB?,B
ESO 547- G 002,0.066429,S0:,S0
ESO 547- G 004,0.011081,SAB(rs)c: pec,AB
ESO 547- G 005,0.005314,IB(s)m,B
ESO 547- G 011,0.007352,SAB(s)m,AB
ESO 547- G 020,0.006651,IB(s)m,B
ESO 547- G 025,0.046799,S0,S0
ESO 548- G 002,0.034931,S0-a,S0/a
ESO 548- G 002,0.034931,S0-a,S0
ESO 548- G 011,0.004857,SB(s)m,B
ESO 548- G 021,0.005617,SB(s)dm?,B
ESO 548- G 025,0.005427,(R'_1)SB(s)a,B
ESO 548- G 028,0.005017,SB(rs)0+ pec?,S0
ESO 548- G 028,0.005017,SB(rs)0+ pec?,B
ESO 548- G 029,0.004310,SABb,B
ESO 548- G 033,0.005594,SB(rs)0^0^ pec?,S0
ESO 548- G 033,0.005594,SB(rs)0^0^ pec?,B
ESO 548- G 033,0.005594,SB(rs)0^0^ pec?,S0/a
ESO 548- G 034,0.005554,SB?,B
ESO 548- G 035,0.014267,SAB(rs)c:      HII,AB
ESO 548- G 036,0.005033,S              HII,S0
ESO 548- G 044,0.005657,SA(r)0^+:,S0
ESO 548- G 044,0.005657,SA(r)0^+:,A
ESO 548- G 047,0.005357,(R')SB(r)0+? sp,S0
ESO 548- G 047,0.005357,(R')SB(r)0+? sp,B
ESO 548- G 057,0.013843,SB?,B
ESO 548- G 064,0.005651,S0,E
ESO 548- G 064,0.005651,S0,S0
ESO 548- G 065,0.004056,SBa? sp,B
ESO 548- G 068,0.005647,SB(s)0-: sp,B
ESO 548- G 068,0.005647,SB(s)0-: sp,S0
ESO 548- G 070,0.005917,SBd? sp,B
ESO 548- G 075,0.023780,SB(rs)c,B
ESO 548- G 076,0.004963,S0/a,S0
ESO 548- G 079,0.006725,"d:E,N",S0
ESO 548- G 081,0.014480,SB(rs)a pec?   Sy1,S0
ESO 548- G 081,0.014480,SB(rs)a pec?   Sy1,S0/a
ESO 548- G 081,0.014480,SB(rs)a pec?   Sy1,B
ESO 549- G 002,0.003706,IB(s)m pec,B
ESO 549- G 006,0.005377,IB(s)m,B
ESO 549- G 007,0.005094,S0,S0
ESO 549- G 018,0.005290,SAB(rs)c,AB
ESO 549- G 022,0.014273,SA(rs)b:,A
ESO 549- G 023,0.013986,(R'_1)SB(1)a   HII,B
ESO 549- G 029,0.027429,S0,S0
ESO 549- G 036,0.028266,SB(rs)c:;Sy2  LINER?,B
ESO 549- G 039,0.021231,S0,S0
ESO 549- G 053,0.036495,S0?,S0
ESO 550- G 008,0.005370,E?,E
ESO 550- G 012,0.014133,SB0-a          HII,B
ESO 550- G 012,0.014133,SB0-a          HII,S0
ESO 550- G 012,0.014133,SB0-a          HII,S0/a
ESO 550- G 014,0.014810,SB(s)d,B
ESO 551- G 005,0.030561,S0-a,S0/a
ESO 551- G 005,0.030561,S0-a,S0
ESO 551- G 007,0.031395,SBa,B
ESO 551- G 009,0.030301,SB...,B
ESO 551- G 013,0.020918,Sc,B
ESO 551- G 016,0.005944,SBbc? pec sp,B
ESO 551- G 023,0.004977,E,E
ESO 551- G 030,0.010724,SB(s)d,B
ESO 551- G 031,0.005804,SB(s)d: sp,B
ESO 552- G 003,0.028443,SA(rs)0/a,S0/a
ESO 552- G 003,0.028443,SA(rs)0/a,A
ESO 552- G 003,0.028443,SA(rs)0/a,S0
ESO 552- G 004,0.030044,SA(rl)0^0,S0/a
ESO 552- G 004,0.030044,SA(rl)0^0,A
ESO 552- G 004,0.030044,SA(rl)0^0,S0
ESO 552- G 008,0.034437,S0(r:),S0
ESO 552- G 009,0.031265,SB?,B
ESO 552- G 011,0.033837,S0?,S0
ESO 552- G 013,0.031785,S0:,S0
ESO 552- G 014,0.031695,SA(s)0- pec:,A
ESO 552- G 014,0.031695,SA(s)0- pec:,S0
ESO 552- G 020,0.031405,cD;E+,E
ESO 552- G 020,0.031405,cD;E+,S0
ESO 552- G 025,0.031755,S0-a,S0
ESO 552- G 025,0.031755,S0-a,S0/a
ESO 552- G 026,0.034641,S0,S0
ESO 552- G 027,0.030498,S0?,S0
ESO 552- G 038,0.022629,S0,S0
ESO 552- G 040,0.022649,SB(s)ab: pec   LLAGN,B
ESO 552- G 042,0.021752,S0-a,S0/a
ESO 552- G 042,0.021752,S0-a,S0
ESO 552- G 043,0.022569,SAB(rs)cd:,AB
ESO 552- G 045,0.021882,(R)SB(rl)a,B
ESO 552- G 051,0.022499,S0,S0
ESO 552- G 052,0.015344,E?,S0
ESO 552- G 052,0.015344,E?,E
ESO 552- G 053,0.024037,SB(r)b,B
ESO 552- G 057,0.024537,S0,S0
ESO 552- G 058,0.031669,S0,S0
ESO 552- G 059,0.025034,S0,S0
ESO 552- G 066,0.005684,IB(s)m,B
ESO 552- G 075,0.010301,S0,S0
ESO 553- G 002,0.015891,SA(r)0^0^:,A
ESO 553- G 002,0.015891,SA(r)0^0^:,S0
ESO 553- G 003,0.014900,SAB(rs)c,AB
ESO 553- G 009,0.033133,S0,S0
ESO 553- G 010,0.029901,S0?,S0
ESO 553- G 012,0.015264,S?,S0
ESO 553- G 014,0.024784,S0,S0
ESO 553- G 016,0.011892,SB(s)m,B
ESO 553- G 020,0.013506,(R')SB(rs)ab pec:,B
ESO 553- G 022,0.042079,S0-a           AGN,S0
ESO 553- G 022,0.042079,S0-a           AGN,S0/a
ESO 553- G 025,0.054001,S0,S0
ESO 553- G 027,0.027092,S0,S0
ESO 553- G 030,0.047736,S0-a,S0/a
ESO 553- G 030,0.047736,S0-a,S0
ESO 553- G 042,0.044050,S0-a    poss. LINER?,S0
ESO 553- G 042,0.044050,S0-a    poss. LINER?,S0/a
ESO 553- G 043,0.027756,S0             AGN?,S0
ESO 554- G 002,0.009697,SB(s)cd,B
ESO 554- G 005,0.016938,S0-a,S0/a
ESO 554- G 005,0.016938,S0-a,S0
ESO 554- G 012,,SB...,B
ESO 554- G 019,0.016328,SA(s)b         HII,A
ESO 554- G 024,0.010928,SAB(rs)c,B
ESO 554- G 032,0.026238,(RL)SAB(r)0^+,S0
ESO 554- G 035,0.028460,S0,S0
ESO 554- G 038,0.006908,(RL)SAB:(r?)0^+,S0/a
ESO 554- G 038,0.006908,(RL)SAB:(r?)0^+,S0
ESO 554- G 038,0.006908,(RL)SAB:(r?)0^+,B
ESO 555- G 001,0.028750,SA(r)b,AB
ESO 555- G 005,0.010170,SB(s)dm,B
ESO 555- G 012,0.089135,SB...,B
ESO 555- G 018,0.027719,SABb?,AB
ESO 555- G 022,0.005831,SB(s)bc?,B
ESO 555- G 023,0.027919,S0-a,S0/a
ESO 555- G 023,0.027919,S0-a,S0
ESO 555- G 024,0.027546,S0,S0
ESO 555- G 028,0.002938,IB(s)m,B
ESO 555- G 036,0.021458,SB(s)c? sp     HII,B
ESO 555- G 039,0.005804,IB(s)m,B
ESO 556- G 001,0.022496,SAB0^-,AB
ESO 556- G 001,0.022496,SAB0^-,S0
ESO 556- G 001,0.022496,SAB0^-,E
ESO 556- G 003,0.037906,S0,S0
ESO 556- G 005,0.018843,SB(s)bc?,B
ESO 556- G 010,0.022012,SB...,B
ESO 556- G 012,0.008586,SB(s)m,B
ESO 556- G 019,0.006251,SAB(s)m,AB
ESO 556- G 024,0.036122,S0(r),S0
ESO 556- G 025,0.031893,SB...,B
ESO 557- G 003,0.025628,S0^0^ pec sp   HII,S0
ESO 557- G 006,0.006474,SB(s)m,B
ESO 557- G 009,0.008873,SB(s)c,B
ESO 558- G 005,0.029864,SA(r)ab?,A
ESO 558-PN?011,0.002438,IB(s)m,B
ESO 560- G 012,0.011014,SB(s)cd? sp,B
ESO 560- G 013,0.010797,SB(s)bc?,B
ESO 560- G 014,0.003072,IBm,B
ESO 561- G 003,0.011738,SB(s)cd pec sp,B
ESO 561- G 010,,S0:,S0
ESO 561- G 012,0.016481,S0,S0
ESO 561- G 013,0.017025,(R)SB0/a:,S0
ESO 561- G 014,0.018309,S0,S0
ESO 561- G 015,0.020811,S0,S0
ESO 561- G 030,0.005414,IB(s)m,B
ESO 561- G 033,0.014470,SAB(rs)c:,AB
ESO 561- G?002,0.003132,SB(s)c:,B
ESO 562- G 007,0.019147,(R')SB(rs)ab?,B
ESO 562- G 010,0.019280,SBb,B
ESO 562- G 013,0.023176,SAB(s)c,AB
ESO 562- G 014,0.015214,SBb pec sp,B
ESO 562- G 021,0.056179,S0:,S0
ESO 562- G 023,0.011925,SB(r)0+? sp,B
ESO 562- G 023,0.011925,SB(r)0+? sp,S0
ESO 563- G 001,0.019864,S0:,S0
ESO 563- G 002,0.005524,SB(s)c? sp,B
ESO 563- G 003,0.008476,SB(r)0/a pec   HII,B
ESO 563- G 003,0.008476,SB(r)0/a pec   HII,S0
ESO 563- G 003,0.008476,SB(r)0/a pec   HII,S0/a
ESO 563- G 011,0.019050,SB(r)b?,B
ESO 563- G 012,0.006324,SB(s)d pec:,B
ESO 563- G 013,0.022726,SB(rs)c:       HII,B
ESO 563- G 014,0.005714,SBd? sp        HII,B
ESO 563- G 016,0.005777,SAB(s)m        HII,AB
ESO 563- G 017,0.011521,SA(rs)a?       HII,A
ESO 563- G 024,0.009173,S0,S0
ESO 563- G 025,0.015874,SB(rs)ab:,B
ESO 563- G 028,0.008723,SBa: pec       HII,B
ESO 563- G 031,0.005654,(R')SB(s)0^0^:,B
ESO 563- G 031,0.005654,(R')SB(s)0^0^:,S0
ESO 563- G 035,0.018556,S0-a:          HII,S0/a
ESO 563- G 035,0.018556,S0-a:          HII,S0
ESO 563- G 037,0.014930,S0,S0
ESO 564- G 002,0.032836,S0-a,S0
ESO 564- G 002,0.032836,S0-a,S0/a
ESO 564- G 005,0.032526,S0:,S0
ESO 564- G 008,0.018109,S0-a,S0
ESO 564- G 008,0.018109,S0-a,S0/a
ESO 564- G 010,0.009597,IBm pec:       HII,B
ESO 564- G 013,0.033507,S0:,S0
ESO 564- G 014,0.018653,S0,S0
ESO 564- G 031,0.017209,SAB(s)c        HII,AB
ESO 564- G 032,0.009206,SB(s)bc?,B
ESO 564- G 036,0.014770,SB(rs)c,B
ESO 565- G 007,0.015974,S0,S0
ESO 565- G 008,,S0(r),S0
ESO 565- G 011,0.015748,(R')SB(rs)a,B
ESO 565- G 011,0.015748,(R')SB(rs)a,S0
ESO 565- G 011,0.015748,(R')SB(rs)a,S0/a
ESO 565- G 019,0.016285,E?             Sy2,E
ESO 565- G 021,0.015427,S0,S0
ESO 565- G 026,0.031802,S0,S0
ESO 565- G 027,0.032726,(R'_1)SB(s)a   HII,B
ESO 565- G 030,0.033617,SA(rs)0-:;D/cD,A
ESO 565- G 030,0.033617,SA(rs)0-:;D/cD,S0
ESO 565- G 030,0.033617,SA(rs)0-:;D/cD,E
ESO 565- G 032,0.034034,S0,S0
ESO 565- G 033,0.007722,SB(s)m,B
ESO 566- G 001,0.034174,(R)SA0^+,S0
ESO 566- G 001,0.034174,(R)SA0^+,S0/a
ESO 566- G 002,0.007052,SB0/a? sp,B
ESO 566- G 002,0.007052,SB0/a? sp,S0/a
ESO 566- G 002,0.007052,SB0/a? sp,S0
ESO 566- G 010,0.007545,S0^0^: pec,S0
ESO 566- G 010,0.007545,S0^0^: pec,S0/a
ESO 566- G 018,0.029350,SB(rs)c        HII,B
ESO 566- G 021,0.029711,S0:,S0
ESO 566- G 024,0.011678,(R'_1)SB(r)b   HII,B
ESO 566- G 030,0.010981,SA(s)bc,AB
ESO 566- G 040,0.012796,S0,S0
ESO 566- G 043,0.012729,(R)SB(r)0^+,S0
ESO 566- G 043,0.012729,(R)SB(r)0^+,B
ESO 566- G 043,0.012729,(R)SB(r)0^+,S0/a
ESO 566-IG 007,0.032989,SBb? pec       Sbrst,B
ESO 567- G 019,0.026778,S0,S0
ESO 567- G 032,0.012185,(R)SB(rs)0/a   HII,B
ESO 567- G 036,0.046002,SB             HII,B
ESO 567- G 037,0.012846,E/N,E
ESO 567- G 040,0.013393,SB(s)d,B
ESO 567- G 044,0.048540,S0,S0
ESO 567- G 046,0.028450,SBa-b,B
ESO 567- G 047,0.033013,(R)SB(r)a,S0
ESO 567- G 047,0.033013,(R)SB(r)a,S0/a
ESO 567- G 049,0.022939,S0,S0
ESO 567- G 051,0.012345,E?,E
ESO 567- G 052,0.011948,SAB0 pec,S0
ESO 568- G 002,0.012739,S0-a           HII,S0/a
ESO 568- G 002,0.012739,S0-a           HII,S0
ESO 568- G 008,0.018606,S0,S0
ESO 568- G 011,0.030338,SAB(s)bc: pec  Sbrst,AB
ESO 568- G 013,0.033100,(R'_1)SB(s)a   HII,B
ESO 568- G 018,0.013136,S0:            HII,S0
ESO 568- G 019,0.020127,(R')SB(r)a     HII,B
ESO 569- G 001,0.012158,E?,E
ESO 569- G 009,0.012742,SA(s)c,AB
ESO 569- G 012,0.014026,SAB0^0^ pec:   HII,AB
ESO 569- G 012,0.014026,SAB0^0^ pec:   HII,S0
ESO 569- G 016,0.013553,(R_1R'_2)SB(s)0/a,B
ESO 569- G 016,0.013553,(R_1R'_2)SB(s)0/a,S0
ESO 569- G 018,,SB...,B
ESO 569- G 021,0.014697,E?,E
ESO 569- G 027,0.012919,(R'_1)SB(r)0/a,B
ESO 569- G 027,0.012919,(R'_1)SB(r)0/a,S0
ESO 569- G 030,0.011560,SB...,B
ESO 570- G 002,0.011801,SB(r)bc,B
ESO 570- G 016,0.012195,IB(s)m,B
ESO 570- G 019,0.004470,(R')SAc: pec,A
ESO 570- G 021,0.034834,S0(r:),S0
ESO 570-IG 008,0.012532,2 SB0? pec galaxies,S0
ESO 570-IG 008,0.012532,2 SB0? pec galaxies,B
ESO 571- G 003,0.027319,(R)SAB(r)0^+   AGN,B
ESO 571- G 003,0.027319,(R)SAB(r)0^+   AGN,S0
ESO 571- G 004,0.011935,S0,S0
ESO 571- G 016,0.012132,SB(s)bc: sp,B
ESO 572- G 005,0.022836,(R'_2)SB(s)a,S0
ESO 572- G 005,0.022836,(R'_2)SB(s)a,S0/a
ESO 572- G 005,0.022836,(R'_2)SB(s)a,AB
ESO 572- G 007,0.004890,S0,S0
ESO 572- G 009,0.005821,IB(s)m,B
ESO 572- G 018,0.005323,SB(rs)c:,B
ESO 572- G 021,0.042283,S0             AGN?,S0
ESO 572- G 022,0.006398,Sb,B
ESO 572- G 023,0.006021,SAB(s)0^0^:,S0
ESO 572- G 023,0.006021,SAB(s)0^0^:,AB
ESO 572- G 024,0.006278,SBd?,B
ESO 572- G 025,0.007122,S0,S0
ESO 572- G 034,0.003716,IBm            HII,B
ESO 572- G 046,0.023013,SB(rs)ab,B
ESO 572- G 049,0.005537,SB(s)cd: sp,B
ESO 572- G 052,0.005974,IBm,B
ESO 572-IG 032,0.005464,SB(s)d pec,B
ESO 573- G 002,0.019313,SAB(s)bc,A
ESO 573- G 011,0.013386,SAB(s)cd,AB
ESO 573- G 012,0.027352,(R'_2)SAB(rs)bc,AB
ESO 573- G 013,0.026282,(R')SA(r)ab:,AB
ESO 573- G 016,0.020237,S(r)ab:,AB
ESO 573- G 017,0.033433,(R)SAB(l)0/a,S0/a
ESO 573- G 017,0.033433,(R)SAB(l)0/a,AB
ESO 573- G 017,0.033433,(R)SAB(l)0/a,S0
ESO 573- G 018,0.022586,(R'_2)SB(s)ab,S0
ESO 573- G 018,0.022586,(R'_2)SB(s)ab,B
ESO 573- G 018,0.022586,(R'_2)SB(s)ab,S0/a
ESO 573- G 021,0.032606,(R')SB(rs)ab,B
ESO 574- G 003,0.027716,SB(r)ab,B
ESO 574- G 006,0.027662,(R)SA(r)0/a?,A
ESO 574- G 006,0.027662,(R)SA(r)0/a?,S0
ESO 574- G 006,0.027662,(R)SA(r)0/a?,S0/a
ESO 574- G 007,0.028093,S0-a,S0/a
ESO 574- G 007,0.028093,S0-a,S0
ESO 574- G 008,0.022466,Sab? sp,S0
ESO 574- G 009,0.022125,SAB(r)0/a      HII,S0/a
ESO 574- G 009,0.022125,SAB(r)0/a      HII,S0
ESO 574- G 009,0.022125,SAB(r)0/a      HII,A
ESO 574- G 012,0.022192,E,E
ESO 574- G 012,0.022192,E,S0
ESO 574- G 017,0.028113,E+,S0
ESO 574- G 017,0.028113,E+,E
ESO 574- G 024,0.022752,(R'_1R'_2)SB(l)abHII,B
ESO 574- G 028,0.011818,SA(s)c: sp,A
ESO 574- G 029,0.021018,SAB(s)c pec:   HII,AB
ESO 574- G 030,0.028810,(R)SB(s)0+,S0
ESO 574- G 030,0.028810,(R)SB(s)0+,B
ESO 574- G 031,0.022789,(R')SA(r)a,S0/a
ESO 574- G 031,0.022789,(R')SA(r)a,S0
ESO 574- G 031,0.022789,(R')SA(r)a,AB
ESO 574- G 033,0.011535,SB(rs)bc,B
ESO 574- G 034,0.021008,SA(s)bc: sp    HII,A
ESO 574- G 036,0.011398,IB(s)m,B
ESO 575- G 001,0.029314,S0,S0
ESO 575- G 007,0.071906,S0,S0
ESO 575- G 011,0.046112,S0,S0
ESO 575- G 013,0.023093,E?,E
ESO 575- G 013,0.023093,E?,S0
ESO 575- G 014,0.056032,S0-a,S0/a
ESO 575- G 014,0.056032,S0-a,S0
ESO 575- G 017,0.011554,SB             HII,B
ESO 575- G 018,0.011758,SB(r)0/a,B
ESO 575- G 018,0.011758,SB(r)0/a,S0/a
ESO 575- G 018,0.011758,SB(r)0/a,S0
ESO 575- G 019,0.011535,SB(s)dm,B
ESO 575- G 021,0.013353,SB(r)a,B
ESO 575- G 023,0.005047,(R')SB(rs)ab,B
ESO 575- G 025,0.029967,S0:,S0
ESO 575- G 028,0.047236,(R'_2)SB(s)b,B
ESO 575- G 029,0.010557,SA(s)cd,AB
ESO 575- G 032,0.022829,S0,S0
ESO 575- G 033,0.022936,S0,S0
ESO 575- G 034,0.022636,S0,S0
ESO 575- G 035,0.014070,SAB(r)c:,AB
ESO 575- G 042,0.021415,SAB?(r)a,B
ESO 575- G 042,0.021415,SAB?(r)a,S0
ESO 575- G 043,0.023173,SAB(s)0-,S0
ESO 575- G 043,0.023173,SAB(s)0-,E
ESO 575- G 043,0.023173,SAB(s)0-,AB
ESO 575- G 044,0.030508,(SB0:) + (cE0:),S0
ESO 575- G 045,0.024177,(R_1)SB(s)0^+,S0/a
ESO 575- G 045,0.024177,(R_1)SB(s)0^+,S0
ESO 575- G 047,0.016268,(R'_1)SB(rs)ab,B
ESO 575- G 048,0.015834,SB(rs)b:,B
ESO 575- G 055,0.010387,S0,S0
ESO 575- G 057,0.045341,S0?,S0
ESO 575- G 059,0.015384,SA0+? sp,S0
ESO 575- G 059,0.015384,SA0+? sp,A
ESO 575- G 061,0.005477,SBd: sp,B
ESO 575- G 065,0.038743,S0?,S0
ESO 576- G 003,0.009873,SB(s)c pec,B
ESO 576- G 005,0.009183,SBdm? sp,B
ESO 576- G 008,0.008976,S0? sp         HII,S0
ESO 576- G 011,0.009196,SB(s)cd? sp    HII,B
ESO 576- G 015,0.011902,SB(s)m,B
ESO 576- G 017,0.009243,SAB(s)d:,AB
ESO 576- G 018,0.033436,S0,S0
ESO 576- G 022,0.008302,S0-a,S0
ESO 576- G 022,0.008302,S0-a,S0/a
ESO 576- G 026,0.006491,SBd? sp,B
ESO 576- G 030,0.008609,SA0-?,S0
ESO 576- G 030,0.008609,SA0-?,A
ESO 576- G 031,0.004777,SA(rs)0^0^,S0
ESO 576- G 031,0.004777,SA(rs)0^0^,A
ESO 576- G 037,0.005847,SB(s)m? sp,B
ESO 576- G 039,0.017102,SB(s)m,B
ESO 576- G 040,0.006961,SBd? pec sp,B
ESO 576- G 044,0.016732,SA0^0^: pec,S0/a
ESO 576- G 044,0.016732,SA0^0^: pec,S0
ESO 576- G 044,0.016732,SA0^0^: pec,A
ESO 576- G 051,0.017399,SB(s)bc pec    HII,B
ESO 576- G 054,0.023686,(R')SAB(s)0-?,AB
ESO 576- G 054,0.023686,(R')SAB(s)0-?,S0
ESO 576- G 056,0.025091,SA(rs:)a,S0
ESO 576- G 056,0.025091,SA(rs:)a,AB
ESO 576- G 057,0.015434,(R)SA(r)ab,S0/a
ESO 576- G 057,0.015434,(R)SA(r)ab,A
ESO 576- G 057,0.015434,(R)SA(r)ab,S0
ESO 576- G 060,0.023179,S0-a,S0
ESO 576- G 060,0.023179,S0-a,S0/a
ESO 576- G 066,0.017696,SAB(rs)0-:,S0
ESO 576- G 066,0.017696,SAB(rs)0-:,AB
ESO 576- G 067,0.018473,SAB0-,S0
ESO 576- G 067,0.018473,SAB0-,AB
ESO 576- G 070,0.018056,S0,S0
ESO 576- G 076,0.005654,SA0-: pec,A
ESO 576- G 076,0.005654,SA0-: pec,S0
ESO 576- G 077,0.018069,S0       poss. LINER,S0
ESO 577- G 001,0.024313,SAB(r)bc,B
ESO 577- G 002,0.019063,(RL)SB0^0,S0
ESO 577- G 004,0.019013,S0,S0
ESO 577- G 008,0.023983,S0-a,S0
ESO 577- G 008,0.023983,S0-a,S0/a
ESO 577- G 009,0.043016,E?,E
ESO 577- G 015,0.043183,SAB(rs)d:,AB
ESO 577- G 016,0.016768,SB(s)cd pec?,B
ESO 577- G 030,0.034954,S0,S0
ESO 577- G 036,0.041645,S0,S0
ESO 577- G 037,0.067663,S0,S0
ESO 578- G 001,0.036579,S0,S0
ESO 578- G 002,0.041709,S0(r),S0
ESO 578- G 003,0.034694,(R)SB(l:)ab?,AB
ESO 578- G 011,0.031228,SB?            HII,B
ESO 578- G 015,0.035978,(R'?)SB(s)bc?  HII,B
ESO 578- G 016,0.036702,SAB(r)bc,AB
ESO 578- G 019,0.032326,SB(rs)c        HII?,B
ESO 578- G 021,0.047980,S0,S0
ESO 578- G 026,0.029125,SB(rl)c,B
ESO 578- G 029,0.029087,S0,S0
ESO 578- G 031,0.048937,S0,S0
ESO 578- G 033,0.041522,(R)SA0^+,S0
ESO 578- G 034,0.047840,SA0-,S0/a
ESO 578- G 034,0.047840,SA0-,S0
ESO 578- G 034,0.047840,SA0-,A
ESO 579- G 011,0.027602,SA(rs)d:,A
ESO 579- G 012,0.027642,S0,S0
ESO 579- G 016,0.035685,S0,S0
ESO 579- G 017,0.021335,S0(r),S0
ESO 579- G 018,0.027132,SB(r)a:        HII,S0
ESO 579- G 018,0.027132,SB(r)a:        HII,B
ESO 579- G 018,0.027132,SB(r)a:        HII,S0/a
ESO 579- G 023,0.044267,S0,S0
ESO 580- G 004,0.008636,IB(s)m,B
ESO 580- G 011,0.019984,(R)SA(l)0^+,S0
ESO 580- G 014,0.020281,(R')SB(rs)d:   HII,B
ESO 580- G 018,0.007872,SB(rs)m pec,B
ESO 580- G 022,0.007425,SAB(s)m,AB
ESO 580- G 026,0.010928,S0?            HII,S0
ESO 580- G 027,0.010971,(R)SB(r)0/a    HII,S0
ESO 580- G 027,0.010971,(R)SB(r)0/a    HII,B
ESO 580- G 030,0.008839,SA(s)c,B
ESO 580- G 034,0.009326,SBc? sp,B
ESO 580- G 037,0.020457,SAB(rs)c,A
ESO 580- G 040,0.013966,SAB0^0^:,S0
ESO 580- G 040,0.013966,SAB0^0^:,AB
ESO 580- G 052,0.011731,SB(s)d pec?    HII,B
ESO 580-IG 043,0.020077,S0^0^ pec:,S0
ESO 581- G 004,0.012702,SB(s)cd: sp,B
ESO 581- G 006,0.010437,SB(s)d pec sp,B
ESO 581- G 008,0.011745,S0,S0
ESO 581- G 010,0.013880,SAB(rs)d pec:,AB
ESO 581- G 013,0.010361,SB(s)m         HII,B
ESO 581- G 016,0.013740,E6:,S0
ESO 581- G 016,0.013740,E6:,E
ESO 581- G 017,0.011029,IB(s)m,B
ESO 581- G 023,0.011408,SB(s)d pec sp,B
ESO 582- G 001,0.022115,SA(rs)b:       HII,A
ESO 582- G 013,0.023606,SAB(rs)bc      HII,AB
ESO 582- G 016,0.019117,S0,S0
ESO 582- G 017,0.023309,S0,S0
ESO 583- G 001,0.022539,SA(s)d?,A
ESO 583- G 007,0.024347,SB(rs)c,AB
ESO 584- G 005,0.022422,SB(s)0^0^: pec,S0
ESO 584- G 005,0.022422,SB(s)0^0^: pec,B
ESO 585- G 002,0.013506,S0-a,S0
ESO 585- G 002,0.013506,S0-a,S0/a
ESO 586- G 006,0.019957,SB(rs)bc,AB
ESO 592- G 010,0.019257,SB(r)bc?,B
ESO 592- G 010,0.019257,SB(r)bc?,S0
ESO 592- G 010,0.019257,SB(r)bc?,S0/a
ESO 593- G 014,0.040531,S0:,S0
ESO 594- G 001,0.041035,S0,S0
ESO 594- G 002,0.064311,SAB(s)0-,S0
ESO 594- G 002,0.064311,SAB(s)0-,AB
ESO 594- G 016,0.039244,S0,S0
